durasi_manhour,id_work_center,id_proses,id_tipe_proses,id_kapasitas,id_kategori_produk,nama_workcenter,nama_proses,nama_tipeproses,ukuran_kapasitas,nama_kategoriproduk,created_at,updated_at
0,3,3,11,33,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,1600,TRASNDORMATOR OIL STANDART,,
4.5,6,4,12,33,2,CONNECT,CONNECTION,RAIL,1600,TRASNDORMATOR OIL STANDART,,
5,5,5,13,33,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,1600,TRASNDORMATOR OIL STANDART,,
3.25,5,5,14,33,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,1600,TRASNDORMATOR OIL STANDART,,
2,5,5,15,33,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,1600,TRASNDORMATOR OIL STANDART,,
6.25,4,6,16,33,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),1600,TRASNDORMATOR OIL STANDART,,
5.5,1,1,1,35,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,2000,TRASNDORMATOR OIL STANDART,,
0,1,1,2,35,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,2000,TRASNDORMATOR OIL STANDART,,
0,1,1,3,35,2,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,2000,TRASNDORMATOR OIL STANDART,,
1,1,1,4,35,2,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),2000,TRASNDORMATOR OIL STANDART,,
0,1,2,5,35,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,2000,TRASNDORMATOR OIL STANDART,,
0,1,2,6,35,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,2000,TRASNDORMATOR OIL STANDART,,
15.5,1,2,7,35,2,COIL MAKING,COIL HV,PRESS COIL,2000,TRASNDORMATOR OIL STANDART,,
0.75,1,2,8,35,2,COIL MAKING,COIL HV,STACKING,2000,TRASNDORMATOR OIL STANDART,,
8,3,3,9,35,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUNDCORE,2000,TRASNDORMATOR OIL STANDART,,
0,3,3,10,35,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,AMORPHOUS,2000,TRASNDORMATOR OIL STANDART,,
0,3,3,11,35,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,2000,TRASNDORMATOR OIL STANDART,,
4.5,6,4,12,35,2,CONNECT,CONNECTION,RAIL,2000,TRASNDORMATOR OIL STANDART,,
5,5,5,13,35,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,2000,TRASNDORMATOR OIL STANDART,,
3.25,5,5,14,35,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,2000,TRASNDORMATOR OIL STANDART,,
2,5,5,15,35,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,2000,TRASNDORMATOR OIL STANDART,,
6.25,4,6,16,35,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),2000,TRASNDORMATOR OIL STANDART,,
5.5,1,1,1,37,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,2500,TRASNDORMATOR OIL STANDART,,
5.5,1,1,2,37,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,2500,TRASNDORMATOR OIL STANDART,,
0,1,1,3,37,2,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,2500,TRASNDORMATOR OIL STANDART,,
1,1,1,4,37,2,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),2500,TRASNDORMATOR OIL STANDART,,
0,1,2,5,37,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,2500,TRASNDORMATOR OIL STANDART,,
0,1,2,6,37,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,2500,TRASNDORMATOR OIL STANDART,,
15.5,1,2,7,37,2,COIL MAKING,COIL HV,PRESS COIL,2500,TRASNDORMATOR OIL STANDART,,
0.75,1,2,8,37,2,COIL MAKING,COIL HV,STACKING,2500,TRASNDORMATOR OIL STANDART,,
8,3,3,9,37,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUNDCORE,2500,TRASNDORMATOR OIL STANDART,,
0,3,3,10,37,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,AMORPHOUS,2500,TRASNDORMATOR OIL STANDART,,
0,3,3,11,37,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,2500,TRASNDORMATOR OIL STANDART,,
5.8,6,4,12,37,2,CONNECT,CONNECTION,RAIL,2500,TRASNDORMATOR OIL STANDART,,
6,5,5,13,37,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,2500,TRASNDORMATOR OIL STANDART,,
9.25,5,5,14,37,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,2500,TRASNDORMATOR OIL STANDART,,
3,5,5,15,37,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,2500,TRASNDORMATOR OIL STANDART,,
6.25,4,6,16,37,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),2500,TRASNDORMATOR OIL STANDART,,
0,1,1,1,38,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,3000,TRASNDORMATOR OIL STANDART,,
5.75,1,1,2,38,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,3000,TRASNDORMATOR OIL STANDART,,
0,1,1,3,38,2,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,3000,TRASNDORMATOR OIL STANDART,,
1,1,1,4,38,2,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),3000,TRASNDORMATOR OIL STANDART,,
0,1,2,5,38,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,3000,TRASNDORMATOR OIL STANDART,,
0,1,2,6,38,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,3000,TRASNDORMATOR OIL STANDART,,
23,1,2,7,38,2,COIL MAKING,COIL HV,PRESS COIL,3000,TRASNDORMATOR OIL STANDART,,
1,1,2,8,38,2,COIL MAKING,COIL HV,STACKING,3000,TRASNDORMATOR OIL STANDART,,
9,3,3,9,38,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUNDCORE,3000,TRASNDORMATOR OIL STANDART,,
0,3,3,10,38,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,AMORPHOUS,3000,TRASNDORMATOR OIL STANDART,,
0,3,3,11,38,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,3000,TRASNDORMATOR OIL STANDART,,
6.8,6,4,12,38,2,CONNECT,CONNECTION,RAIL,3000,TRASNDORMATOR OIL STANDART,,
6,5,5,13,38,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,3000,TRASNDORMATOR OIL STANDART,,
12.25,5,5,14,38,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,3000,TRASNDORMATOR OIL STANDART,,
4,5,5,15,38,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,3000,TRASNDORMATOR OIL STANDART,,
8.5,4,6,16,38,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),3000,TRASNDORMATOR OIL STANDART,,
0,1,1,1,39,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,3150,TRASNDORMATOR OIL STANDART,,
5.75,1,1,2,39,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,3150,TRASNDORMATOR OIL STANDART,,
0,1,1,3,39,2,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,3150,TRASNDORMATOR OIL STANDART,,
1,1,1,4,39,2,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),3150,TRASNDORMATOR OIL STANDART,,
0,1,2,5,39,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,3150,TRASNDORMATOR OIL STANDART,,
0,1,2,6,39,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,3150,TRASNDORMATOR OIL STANDART,,
23,1,2,7,39,2,COIL MAKING,COIL HV,PRESS COIL,3150,TRASNDORMATOR OIL STANDART,,
1,1,2,8,39,2,COIL MAKING,COIL HV,STACKING,3150,TRASNDORMATOR OIL STANDART,,
9,3,3,9,39,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUNDCORE,3150,TRASNDORMATOR OIL STANDART,,
0,3,3,10,39,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,AMORPHOUS,3150,TRASNDORMATOR OIL STANDART,,
0,3,3,11,39,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,3150,TRASNDORMATOR OIL STANDART,,
6.8,6,4,12,39,2,CONNECT,CONNECTION,RAIL,3150,TRASNDORMATOR OIL STANDART,,
6,5,5,13,39,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,3150,TRASNDORMATOR OIL STANDART,,
12.25,5,5,14,39,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,3150,TRASNDORMATOR OIL STANDART,,
4,5,5,15,39,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,3150,TRASNDORMATOR OIL STANDART,,
8.5,4,6,16,39,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),3150,TRASNDORMATOR OIL STANDART,,
0,1,1,1,40,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,3500,TRASNDORMATOR OIL STANDART,,
8.75,1,1,2,40,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,3500,TRASNDORMATOR OIL STANDART,,
0,1,1,3,40,2,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,3500,TRASNDORMATOR OIL STANDART,,
2,1,1,4,40,2,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),3500,TRASNDORMATOR OIL STANDART,,
0,1,2,5,40,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,3500,TRASNDORMATOR OIL STANDART,,
0,1,2,6,40,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,3500,TRASNDORMATOR OIL STANDART,,
30.5,1,2,7,40,2,COIL MAKING,COIL HV,PRESS COIL,3500,TRASNDORMATOR OIL STANDART,,
1,1,2,8,40,2,COIL MAKING,COIL HV,STACKING,3500,TRASNDORMATOR OIL STANDART,,
11,3,3,9,40,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUNDCORE,3500,TRASNDORMATOR OIL STANDART,,
0,3,3,10,40,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,AMORPHOUS,3500,TRASNDORMATOR OIL STANDART,,
0,3,3,11,40,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,3500,TRASNDORMATOR OIL STANDART,,
6.8,6,4,12,40,2,CONNECT,CONNECTION,RAIL,3500,TRASNDORMATOR OIL STANDART,,
6,5,5,13,40,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,3500,TRASNDORMATOR OIL STANDART,,
12.8,5,5,14,40,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,3500,TRASNDORMATOR OIL STANDART,,
4,5,5,15,40,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,3500,TRASNDORMATOR OIL STANDART,,
11.5,4,6,16,40,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),3500,TRASNDORMATOR OIL STANDART,,
0,1,1,1,41,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 1,4000,TRASNDORMATOR OIL STANDART,,
8.75,1,1,2,41,2,COIL MAKING,COIL LV,SHEET KONDUKTOR 2,4000,TRASNDORMATOR OIL STANDART,,
0,1,1,3,41,2,COIL MAKING,COIL LV,FLAT CYLINDRICAL KONDUKTOR 1,4000,TRASNDORMATOR OIL STANDART,,
2,1,1,4,41,2,COIL MAKING,COIL LV,LEADWIRE (AL STRIP / RAIL COPPER),4000,TRASNDORMATOR OIL STANDART,,
0,1,2,5,41,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 1,4000,TRASNDORMATOR OIL STANDART,,
0,1,2,6,41,2,COIL MAKING,COIL HV,ROUND CYLINDRICAL KONDUKTOR 2,4000,TRASNDORMATOR OIL STANDART,,
30.5,1,2,7,41,2,COIL MAKING,COIL HV,PRESS COIL,4000,TRASNDORMATOR OIL STANDART,,
1,1,2,8,41,2,COIL MAKING,COIL HV,STACKING,4000,TRASNDORMATOR OIL STANDART,,
14,3,3,9,41,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,WOUNDCORE,4000,TRASNDORMATOR OIL STANDART,,
0,3,3,10,41,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,AMORPHOUS,4000,TRASNDORMATOR OIL STANDART,,
0,3,3,11,41,2,CORE COIL ASSEMBLY,CORE COIL ASSEMBLY,OFF-LOAD,4000,TRASNDORMATOR OIL STANDART,,
11,6,4,12,41,2,CONNECT,CONNECTION,RAIL,4000,TRASNDORMATOR OIL STANDART,,
6,5,5,13,41,2,FINAL ASSEMBLY,FINAL ASSEMBLY,FINAL ASSY. STANDARD,4000,TRASNDORMATOR OIL STANDART,,
13.8,5,5,14,41,2,FINAL ASSEMBLY,FINAL ASSEMBLY,PENGISIAN OLI,4000,TRASNDORMATOR OIL STANDART,,
4,5,5,15,41,2,FINAL ASSEMBLY,FINAL ASSEMBLY,ROUTINE TEST,4000,TRASNDORMATOR OIL STANDART,,
11.5,4,6,16,41,2,QC TEST,QC TESTING,SHEET KONDUKTOR (2 SECTION),4000,TRASNDORMATOR OIL STANDART,,
15,1,2,81,1,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,10,DRY TYPE RESIN,,
17,1,2,82,1,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,10,DRY TYPE RESIN,,
19,1,2,83,1,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,10,DRY TYPE RESIN,,
22,1,2,84,1,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,10,DRY TYPE RESIN,,
15,1,2,85,1,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,10,DRY TYPE RESIN,,
17,1,2,86,1,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,10,DRY TYPE RESIN,,
19,1,2,87,1,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,10,DRY TYPE RESIN,,
22,1,2,88,1,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,10,DRY TYPE RESIN,,
4,1,1,81,1,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,10,DRY TYPE RESIN,,
5,1,1,82,1,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,10,DRY TYPE RESIN,,
5,1,1,83,1,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,10,DRY TYPE RESIN,,
8,1,1,84,1,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,10,DRY TYPE RESIN,,
4,1,1,89,1,4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,10,DRY TYPE RESIN,,
5,1,1,90,1,4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,10,DRY TYPE RESIN,,
6,1,1,85,1,4,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,10,DRY TYPE RESIN,,
6.5,1,1,86,1,4,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,10,DRY TYPE RESIN,,
1,1,7,91,1,4,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER = 10T,10,DRY TYPE RESIN,,
1.5,1,7,92,1,4,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10T,10,DRY TYPE RESIN,,
1,1,7,93,1,4,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,10,DRY TYPE RESIN,,
1,1,8,94,1,4,COIL MAKING,POTONG ISOLASI,DOG BONE,10,DRY TYPE RESIN,,
0.5,1,8,95,1,4,COIL MAKING,POTONG ISOLASI,INNER,10,DRY TYPE RESIN,,
0.5,1,8,96,1,4,COIL MAKING,POTONG ISOLASI,OUTER,10,DRY TYPE RESIN,,
1,1,8,97,1,4,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,10,DRY TYPE RESIN,,
8,2,9,98,1,4,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,10,DRY TYPE RESIN,,
10,2,9,99,1,4,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,10,DRY TYPE RESIN,,
12,2,9,100,1,4,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,10,DRY TYPE RESIN,,
3,2,10,101,1,4,MOULD & CASTING,HV CASTING,1X PENGISIAN,10,DRY TYPE RESIN,,
4,2,10,102,1,4,MOULD & CASTING,HV CASTING,2X PENGISIAN,10,DRY TYPE RESIN,,
3,2,11,103,1,4,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,10,DRY TYPE RESIN,,
3,2,11,104,1,4,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,10,DRY TYPE RESIN,,
2,2,12,105,1,4,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,10,DRY TYPE RESIN,,
0.5,2,12,106,1,4,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,10,DRY TYPE RESIN,,
1,2,13,107,1,4,MOULD & CASTING,LV MOULDING,SETTING MOULD,10,DRY TYPE RESIN,,
1,2,13,108,1,4,MOULD & CASTING,LV MOULDING,MOULDING,10,DRY TYPE RESIN,,
3,2,13,109,1,4,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,10,DRY TYPE RESIN,,
4,2,13,110,1,4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,10,DRY TYPE RESIN,,
4,2,14,111,1,4,MOULD & CASTING,TOUCH UP,HV,10,DRY TYPE RESIN,,
2,2,14,112,1,4,MOULD & CASTING,TOUCH UP,LV,10,DRY TYPE RESIN,,
4,3,15,113,1,4,CORE COIL ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,10,DRY TYPE RESIN,,
6,3,15,114,1,4,CORE COIL ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,10,DRY TYPE RESIN,,
0.5,3,16,115,1,4,CORE COIL ASSEMBLY,WIRING,NON-COMPLETE,10,DRY TYPE RESIN,,
8,3,16,116,1,4,CORE COIL ASSEMBLY,WIRING,COMPLETE,10,DRY TYPE RESIN,,
6,3,17,117,1,4,CORE COIL ASSEMBLY,INSTAL HOUSING,DENGAN BASE,10,DRY TYPE RESIN,,
3,3,17,118,1,4,CORE COIL ASSEMBLY,INSTAL HOUSING,TANPA BASE,10,DRY TYPE RESIN,,
4,3,18,117,1,4,CORE COIL ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,10,DRY TYPE RESIN,,
3,3,18,118,1,4,CORE COIL ASSEMBLY,BONGKAR HOUSING,TANPA BASE,10,DRY TYPE RESIN,,
1,3,19,119,1,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),10,DRY TYPE RESIN,,
2,3,19,120,1,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),10,DRY TYPE RESIN,,
1.5,3,19,121,1,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),10,DRY TYPE RESIN,,
2.5,3,19,122,1,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),10,DRY TYPE RESIN,,
1,3,20,123,1,4,CORE COIL ASSEMBLY,OTHERS,PEMBUATAN CU BAR,10,DRY TYPE RESIN,,
0.5,3,20,124,1,4,CORE COIL ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,10,DRY TYPE RESIN,,
3,3,20,125,1,4,CORE COIL ASSEMBLY,OTHERS,ASSEMBLY,10,DRY TYPE RESIN,,
8,3,20,126,1,4,CORE COIL ASSEMBLY,OTHERS,FINISHING,10,DRY TYPE RESIN,,
2,3,21,57,1,4,CORE COIL ASSEMBLY,ACCESORIES,FAN,10,DRY TYPE RESIN,,
50,3,21,52,1,4,CORE COIL ASSEMBLY,ACCESORIES,OLTC,10,DRY TYPE RESIN,,
2,3,21,127,1,4,CORE COIL ASSEMBLY,OTHERS,LEM SPACER BLOCK/AIR GAP,10,DRY TYPE RESIN,,
1,3,22,128,1,4,CORE COIL ASSEMBLY,POTONG ISOLASI FIBER,PULLING BOARD,10,DRY TYPE RESIN,,
1,3,22,129,1,4,CORE COIL ASSEMBLY,POTONG ISOLASI FIBER,FIXING PART INSULATION,10,DRY TYPE RESIN,,
15,1,2,81,2,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR 1,15,DRY TYPE RESIN,,
17,1,2,82,2,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR 2-3,15,DRY TYPE RESIN,,
19,1,2,83,2,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR 4-8,15,DRY TYPE RESIN,,
22,1,2,84,2,4,COIL MAKING,COIL HV,FLAT-KONDUKTOR >8,15,DRY TYPE RESIN,,
15,1,2,85,2,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR 1,15,DRY TYPE RESIN,,
17,1,2,86,2,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR 2-3,15,DRY TYPE RESIN,,
19,1,2,87,2,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR 4-8,15,DRY TYPE RESIN,,
22,1,2,88,2,4,COIL MAKING,COIL HV,ROUND-KONDUKTOR >8,15,DRY TYPE RESIN,,
4,1,1,81,2,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 1,15,DRY TYPE RESIN,,
5,1,1,82,2,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 2-3,15,DRY TYPE RESIN,,
5,1,1,83,2,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR 4-8,15,DRY TYPE RESIN,,
8,1,1,84,2,4,COIL MAKING,COIL LV,FLAT-KONDUKTOR >8,15,DRY TYPE RESIN,,
4,1,1,89,2,4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 1,15,DRY TYPE RESIN,,
5,1,1,90,2,4,COIL MAKING,COIL LV,SHEET-KONDUKTOR 2-3,15,DRY TYPE RESIN,,
6,1,1,85,2,4,COIL MAKING,COIL LV,ROUND-KONDUKTOR 1,15,DRY TYPE RESIN,,
7,1,1,86,2,4,COIL MAKING,COIL LV,ROUND-KONDUKTOR 2-3,15,DRY TYPE RESIN,,
1,1,7,91,2,4,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER = 10T,15,DRY TYPE RESIN,,
2,1,7,92,2,4,COIL MAKING,POTONG LEAD WIRE,TEBAL RAIL COPPER < 10T,15,DRY TYPE RESIN,,
1,1,7,93,2,4,COIL MAKING,POTONG LEAD WIRE,COPPAL BAR,15,DRY TYPE RESIN,,
1,1,8,94,2,4,COIL MAKING,POTONG ISOLASI,DOG BONE,15,DRY TYPE RESIN,,
1,1,8,95,2,4,COIL MAKING,POTONG ISOLASI,INNER,15,DRY TYPE RESIN,,
1,1,8,96,2,4,COIL MAKING,POTONG ISOLASI,OUTER,15,DRY TYPE RESIN,,
1,1,8,97,2,4,COIL MAKING,POTONG ISOLASI,GANJAL ANTAR SECTION,15,DRY TYPE RESIN,,
8,2,9,98,2,4,MOULD & CASTING,HV MOULDING,KONDUKTOR 1,15,DRY TYPE RESIN,,
10,2,9,99,2,4,MOULD & CASTING,HV MOULDING,KONDUKTOR 2-3,15,DRY TYPE RESIN,,
12,2,9,100,2,4,MOULD & CASTING,HV MOULDING,KONDUKTOR 4-6,15,DRY TYPE RESIN,,
3,2,10,101,2,4,MOULD & CASTING,HV CASTING,1X PENGISIAN,15,DRY TYPE RESIN,,
4,2,10,102,2,4,MOULD & CASTING,HV CASTING,2X PENGISIAN,15,DRY TYPE RESIN,,
3,2,11,103,2,4,MOULD & CASTING,HV DEMOULDING,PAKAI AIRWAY STICK,15,DRY TYPE RESIN,,
3,2,11,104,2,4,MOULD & CASTING,HV DEMOULDING,TIDAK PAKAI AIRWAY STICK,15,DRY TYPE RESIN,,
2,2,12,105,2,4,MOULD & CASTING,LV BOBBIN,PENGECATAN COIL LV & CURING,15,DRY TYPE RESIN,,
1,2,12,106,2,4,MOULD & CASTING,LV BOBBIN,BUKA BOBIN LV,15,DRY TYPE RESIN,,
1,2,13,107,2,4,MOULD & CASTING,LV MOULDING,SETTING MOULD,15,DRY TYPE RESIN,,
1,2,13,108,2,4,MOULD & CASTING,LV MOULDING,MOULDING,15,DRY TYPE RESIN,,
3,2,13,109,2,4,MOULD & CASTING,LV MOULDING,CASTING 1 X PROSES PENGISIAN,15,DRY TYPE RESIN,,
4,2,13,110,2,4,MOULD & CASTING,LV MOULDING,CASTING 2 X PROSES PENGISIAN,15,DRY TYPE RESIN,,
4,2,14,111,2,4,MOULD & CASTING,TOUCH UP,HV,15,DRY TYPE RESIN,,
2,2,14,112,2,4,MOULD & CASTING,TOUCH UP,LV,15,DRY TYPE RESIN,,
4,3,15,113,2,4,CORE COIL ASSEMBLY,TYPE SUSUN CORE,STACKING OUTSOURCHING,15,DRY TYPE RESIN,,
6,3,15,114,2,4,CORE COIL ASSEMBLY,TYPE SUSUN CORE,STACKING INHOUSE,15,DRY TYPE RESIN,,
1,3,16,115,2,4,CORE COIL ASSEMBLY,WIRING,NON-COMPLETE,15,DRY TYPE RESIN,,
8,3,16,116,2,4,CORE COIL ASSEMBLY,WIRING,COMPLETE,15,DRY TYPE RESIN,,
6,3,17,117,2,4,CORE COIL ASSEMBLY,INSTAL HOUSING,DENGAN BASE,15,DRY TYPE RESIN,,
3,3,17,118,2,4,CORE COIL ASSEMBLY,INSTAL HOUSING,TANPA BASE,15,DRY TYPE RESIN,,
4,3,18,117,2,4,CORE COIL ASSEMBLY,BONGKAR HOUSING,DENGAN BASE,15,DRY TYPE RESIN,,
3,3,18,118,2,4,CORE COIL ASSEMBLY,BONGKAR HOUSING,TANPA BASE,15,DRY TYPE RESIN,,
1,3,19,119,2,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV / LV (STANDARD),15,DRY TYPE RESIN,,
2,3,19,120,2,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV + LV (STANDARD),15,DRY TYPE RESIN,,
2,3,19,121,2,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV / LV (NON-STANDARD),15,DRY TYPE RESIN,,
3,3,19,122,2,4,CORE COIL ASSEMBLY,PEMBUATAN CU LINK,HV + LV (NON-STANDARD),15,DRY TYPE RESIN,,
1,3,20,123,2,4,CORE COIL ASSEMBLY,OTHERS,PEMBUATAN CU BAR,15,DRY TYPE RESIN,,
0.5,3,20,124,2,4,CORE COIL ASSEMBLY,OTHERS,PEMBUATAN KONEKSI HV,15,DRY TYPE RESIN,,
3,3,20,125,2,4,CORE COIL ASSEMBLY,OTHERS,ASSEMBLY,15,DRY TYPE RESIN,,
8,3,20,126,2,4,CORE COIL ASSEMBLY,OTHERS,FINISHING,15,DRY TYPE RESIN,,
